WORD,VADER,STD
perversive,-0.525,0.7
pervert,-0.575,0.9
perverted,-0.625,1.56525
pervertedly,-0.3,1.77764
pervertedness,-0.3,1.46969
perverter,-0.425,1.48661
perverters,-0.15,1.68523
perverting,-0.25,2.09762
perverts,-0.7,0.6
pesky,-0.3,0.4
pessimism,-0.375,1.36015
pessimisms,-0.5,1.0
pessimist,-0.375,1.36015
pessimistic,-0.375,1.43178
pessimistically,-0.5,1.0
pessimists,-0.25,1.26491
petrifaction,-0.475,1.3
petrifactions,-0.075,1.00499
petrification,-0.025,1.44568
petrifications,-0.1,0.8
petrified,-0.625,0.92195
petrifies,-0.575,1.00499
petrify,-0.425,0.9
petrifying,-0.65,0.8
pettier,-0.075,1.41774
pettiest,-0.325,1.95192
petty,-0.2,1.32665
phobia,-0.4,1.0198
phobias,-0.5,1.0
phobic,-0.3,1.16619
phobics,-0.325,0.64031
picturesque,0.4,1.11355
pileup,-0.275,1.13578
pique,-0.275,1.13578
piqued,0.025,1.04403
piss,-0.425,0.9
pissant,-0.375,1.5
pissants,-0.625,0.80623
pissed,-0.8,0.6
pisser,-0.5,1.09545
pissers,-0.35,2.00998
pisses,-0.35,0.8
pissing,-0.425,1.26886
pissoir,-0.2,1.4
piteous,-0.3,1.46969
pitiable,-0.275,1.22066
pitiableness,-0.275,1.64012
pitiably,-0.275,0.9434
pitied,-0.325,1.1
pitier,-0.3,1.32665
pitiers,-0.325,0.9
pities,-0.3,1.249
pitiful,-0.55,0.9798
pitifuller,-0.45,1.07703
pitifullest,-0.275,2.11896
pitifully,-0.3,1.249
pitifulness,-0.3,1.77764
pitiless,-0.45,0.87178
pitilessly,-0.525,0.7
pitilessness,-0.125,1.62788
pity,-0.3,0.4
pitying,-0.35,0.91652
pityingly,-0.25,1.26491
pityriasis,-0.2,0.87178
play,0.35,1.0198
played,0.35,1.42829
playful,0.475,0.83066
playfully,0.4,0.4899
playfulness,0.3,0.87178
playing,0.2,0.87178
plays,0.25,1.09545
pleasant,0.575,0.64031
pleasanter,0.375,0.67082
pleasantest,0.65,0.8
pleasantly,0.525,0.53852
pleasantness,0.575,0.9
pleasantnesses,0.575,0.78102
pleasantries,0.325,0.45826
pleasantry,0.5,0.7746
please,0.325,0.78102
pleased,0.475,0.53852
pleaser,0.425,0.45826
pleasers,0.25,1.0
pleases,0.425,0.45826
pleasing,0.6,0.91652
pleasurability,0.475,0.83066
pleasurable,0.6,0.4899
pleasurableness,0.6,0.91652
pleasurably,0.65,0.4899
pleasure,0.675,0.9
pleasured,0.575,0.64031
pleasureless,-0.4,0.8
pleasures,0.475,1.37477
pleasuring,0.7,0.4
poised,0.25,0.44721
poison,-0.625,0.92195
poisoned,-0.55,0.9798
poisoner,-0.675,0.78102
poisoners,-0.775,0.83066
poisoning,-0.7,1.249
poisonings,-0.6,1.11355
poisonous,-0.675,0.78102
poisonously,-0.725,0.53852
poisons,-0.675,0.9
poisonwood,-0.25,0.89443
pollute,-0.575,0.64031
polluted,-0.5,0.44721
polluter,-0.45,0.6
polluters,-0.5,0.44721
pollutes,-0.55,0.87178
poor,-0.525,1.13578
poorer,-0.375,1.56525
poorest,-0.625,0.80623
popular,0.45,0.74833
popularise,0.4,0.66332
popularised,0.275,0.9434
popularises,0.125,0.67082
popularising,0.3,0.6
popularities,0.4,0.8
popularity,0.525,1.04403
popularization,0.325,0.78102
popularizations,0.225,0.7
popularize,0.325,0.64031
popularized,0.475,0.83066
popularizer,0.45,0.74833
popularizers,0.25,0.89443
popularizes,0.35,0.8
popularizing,0.375,0.67082
popularly,0.45,0.74833
positive,0.65,0.91652
positively,0.6,0.66332
positiveness,0.575,1.18743
positivenesses,0.55,0.74833
positiver,0.575,0.78102
positives,0.6,0.4899
positivest,0.725,1.04403
positivism,0.4,1.35647
positivisms,0.45,0.9798
positivist,0.5,1.0
positivistic,0.475,0.83066
positivists,0.425,1.1
positivities,0.65,0.91652
positivity,0.575,0.9
possessive,-0.225,1.22066
postpone,-0.225,0.83066
postponed,-0.2,0.4
postpones,-0.275,0.83066
postponing,-0.125,0.5
poverty,-0.575,1.00499
powerful,0.45,0.9798
powerless,-0.55,0.6
praise,0.65,0.8
praised,0.55,0.6
praiser,0.5,0.89443
praisers,0.5,0.63246
praises,0.6,0.4899
praiseworthily,0.475,0.7
praiseworthiness,0.6,0.8
praiseworthy,0.65,0.4899
praising,0.625,0.67082
pray,0.325,1.18743
praying,0.375,0.92195
prays,0.35,1.0198
prblm,-0.4,0.8
prblms,-0.575,1.00499
precious,0.675,0.64031
preciously,0.55,0.74833
preciousness,0.475,0.83066
prejudice,-0.575,0.78102
prejudiced,-0.475,0.53852
prejudices,-0.45,0.74833
prejudicial,-0.65,0.8
prejudicially,-0.375,1.74642
prejudicialness,-0.6,1.42829
prejudicing,-0.45,1.07703
prepared,0.225,0.3
pressure,-0.3,0.6
pressured,-0.225,1.04403
pressureless,0.25,1.26491
pressures,-0.325,0.64031
pressuring,-0.35,0.91652
pressurise,-0.15,1.0198
pressurised,-0.1,0.66332
pressurises,-0.2,0.6
pressurising,-0.15,1.28062
pressurizations,-0.075,1.00499
pressurize,-0.175,1.34536
pressurized,0.025,0.83066
pressurizer,0.025,0.83066
pressurizers,-0.175,0.9
pressurizes,-0.05,0.87178
pressurizing,-0.05,0.9798
pretend,-0.1,0.91652
pretending,0.1,1.49666
pretends,-0.1,0.66332
prettied,0.4,0.66332
prettier,0.525,0.53852
pretties,0.425,0.78102
prettiest,0.675,0.78102
pretty,0.55,0.6
prevent,0.025,1.22066
prevented,0.025,0.7
preventing,-0.025,1.51327
prevents,0.075,1.34536
prick,-0.35,1.42829
pricked,-0.15,1.0198
pricker,-0.075,0.9
prickers,-0.05,0.87178
pricket,-0.125,0.67082
prickets,0.075,0.64031
pricking,-0.225,1.22066
prickle,-0.25,0.44721
prickled,-0.05,1.53623
prickles,-0.2,0.74833
pricklier,-0.4,0.8
prickliest,-0.35,1.35647
prickliness,-0.15,0.91652
prickling,-0.2,0.6
prickly,-0.225,1.04403
pricks,-0.225,1.04403
pricky,-0.15,1.2
pride,0.35,1.11355
prison,-0.575,0.64031
prisoner,-0.625,1.0247
prisoners,-0.575,0.78102
privilege,0.375,0.80623
privileged,0.475,0.9434
privileges,0.4,1.2
privileging,0.175,1.1
prize,0.575,1.1
prized,0.6,0.8
prizefight,-0.025,1.13578
prizefighter,0.25,1.0
prizefighters,-0.025,1.04403
prizefighting,0.1,0.91652
prizefights,0.075,0.78102
prizer,0.25,1.0
prizers,0.2,0.9798
prizes,0.5,1.09545
prizewinner,0.575,1.00499
prizewinners,0.6,1.11355
prizewinning,0.75,0.7746
proactive,0.45,0.87178
problem,-0.425,0.64031
problematic,-0.475,0.53852
problematical,-0.45,0.6
problematically,-0.5,1.0
problematics,-0.325,1.1
problems,-0.425,0.78102
profit,0.475,0.7
profitabilities,0.275,0.7
profitability,0.275,1.44568
profitable,0.475,0.9434
profitableness,0.6,1.11355
profitably,0.4,0.91652
profited,0.325,1.00499
profiteer,0.2,1.6
profiteered,-0.125,1.9105
profiteering,-0.15,2.05913
profiteers,0.125,1.5
profiter,0.175,1.55242
profiterole,0.1,0.66332
profiteroles,0.125,0.92195
profiting,0.4,0.91652
profitless,-0.375,0.92195
profits,0.475,1.04403
profitwise,0.225,0.83066
progress,0.45,0.74833
prominent,0.325,0.45826
promiscuities,-0.2,1.32665
promiscuity,-0.45,1.07703
promiscuous,-0.075,1.34536
promiscuously,-0.375,1.28452
promiscuousness,-0.225,1.37477
promise,0.325,0.64031
promised,0.375,0.92195
promisee,0.2,0.87178
promisees,0.275,0.9434
promiser,0.325,0.9
promisers,0.4,0.4899
promises,0.4,0.8
promising,0.425,0.45826
promisingly,0.3,0.6
promisor,0.25,0.63246
promisors,0.1,0.8
promissory,0.225,1.13578
promote,0.4,0.8
promoted,0.45,0.74833
promotes,0.35,0.91652
promoting,0.375,0.67082
propaganda,-0.25,1.54919
prosecute,-0.425,1.00499
prosecuted,-0.4,1.95959
prosecutes,-0.45,1.53623
prosecution,-0.55,1.07703
prospect,0.3,0.87178
prospects,0.3,0.6
prosperous,0.525,1.86815
protect,0.4,0.8
protected,0.475,0.7
protects,0.325,0.78102
protest,-0.25,1.34164
protested,-0.125,1.62788
protesters,-0.225,0.7
protesting,-0.45,0.74833
protests,-0.225,1.57797
proud,0.525,0.3
prouder,0.55,1.16619
proudest,0.65,0.66332
proudful,0.475,1.51327
proudhearted,0.35,0.91652
proudly,0.65,0.4899
provoke,-0.425,0.64031
provoked,-0.275,0.83066
provokes,-0.325,0.78102
provoking,-0.2,1.249
pseudoscience,-0.3,1.32665
puke,-0.6,1.0198
puked,-0.45,0.6
pukes,-0.475,0.7
puking,-0.45,1.46969
pukka,0.7,0.4
punish,-0.6,0.91652
punishabilities,-0.425,0.78102
punishability,-0.4,1.49666
punishable,-0.475,0.7
punished,-0.5,0.44721
punisher,-0.475,0.53852
punishers,-0.65,0.8
punishes,-0.525,0.7
punishing,-0.65,0.8
punishment,-0.55,0.6
punishments,-0.45,0.6
punitive,-0.575,0.78102
pushy,-0.275,0.83066
puzzled,-0.175,0.45826
quaking,-0.375,0.67082
questionable,-0.3,0.4
questioned,-0.1,1.0198
questioning,-0.1,0.66332
racism,-0.775,0.9434
racist,-0.75,0.89443
racists,-0.625,0.92195
radian,0.1,0.66332
radiance,0.35,1.11355
radiances,0.275,0.53852
radiancies,0.2,1.16619
radiancy,0.35,0.66332
radians,0.05,0.6
radiant,0.525,0.83066
radiantly,0.325,0.78102
radiants,0.3,0.6
rage,-0.65,0.8
raged,-0.5,0.63246
ragee,-0.1,1.42829
rageful,-0.7,0.6
rages,-0.525,0.7
raging,-0.6,1.0198
rainy,-0.075,0.64031
rancid,-0.625,1.11803
rancidity,-0.65,0.8
rancidly,-0.625,1.20416
rancidness,-0.65,0.91652
rancidnesses,-0.4,0.4899
rant,-0.35,0.66332
ranter,-0.3,1.16619
ranters,-0.3,0.87178
rants,-0.325,0.45826
rape,-0.925,0.64031
raped,-0.9,0.4899
raper,-0.85,0.66332
rapers,-0.9,0.66332
rapes,-0.875,0.67082
rapeseeds,-0.125,1.20416
raping,-0.95,0.4
rapist,-0.975,0.3
rapists,-0.825,0.64031
rapture,0.15,2.2891
raptured,0.225,1.97231
raptures,0.175,2.05183
rapturous,0.425,1.95192
rash,-0.425,0.78102
ratified,0.15,0.4899
reach,0.025,0.3
reached,0.1,0.4899
reaches,0.05,0.4
reaching,0.2,0.6
readiness,0.25,0.63246
ready,0.375,1.0247
reassurance,0.375,0.5
reassurances,0.35,0.8
reassure,0.35,0.4899
reassured,0.425,0.45826
reassures,0.375,0.92195
reassuring,0.425,1.48661
reassuringly,0.45,0.87178
rebel,-0.15,1.49666
rebeldom,-0.375,1.0247
rebelled,-0.25,1.26491
rebelling,-0.275,1.51327
rebellion,-0.125,1.80278
rebellions,-0.275,1.57797
rebellious,-0.3,1.249
rebelliously,-0.45,0.87178
rebelliousness,-0.3,1.16619
rebels,-0.2,1.07703
recession,-0.45,1.07703
reckless,-0.425,0.64031
recommend,0.375,0.67082
recommended,0.2,1.07703
recommends,0.225,0.9434
redeemed,0.325,0.9
reek,-0.6,0.66332
reeked,-0.5,1.09545
reeker,-0.425,1.1
reekers,-0.375,1.0247
reeking,-0.5,1.48324
refuse,-0.3,0.4
refused,-0.3,0.74833
refusing,-0.425,0.64031
regret,-0.45,0.6
regretful,-0.475,0.83066
regretfully,-0.475,0.83066
regretfulness,-0.4,0.66332
regrets,-0.375,0.5
regrettable,-0.575,0.78102
regrettably,-0.5,0.63246
regretted,-0.4,0.4899
regretter,-0.4,0.66332
regretters,-0.5,0.89443
regretting,-0.425,0.78102
reinvigorate,0.575,0.78102
reinvigorated,0.475,1.13578
reinvigorates,0.45,0.9798
reinvigorating,0.425,0.64031
reinvigoration,0.55,0.4
reject,-0.425,0.64031
rejected,-0.575,0.45826
rejectee,-0.575,0.45826
rejectees,-0.45,0.4
rejecter,-0.4,0.66332
rejecters,-0.45,0.6
rejecting,-0.5,0.7746
rejectingly,-0.425,0.64031
rejection,-0.625,0.67082
rejections,-0.525,0.53852
rejective,-0.45,0.6
rejector,-0.45,0.74833
rejects,-0.55,0.4
rejoice,0.475,0.9434
rejoiced,0.5,0.63246
rejoices,0.525,0.7
rejoicing,0.7,0.4
relax,0.475,1.13578
relaxant,0.25,0.89443
relaxants,0.175,0.9
relaxation,0.6,0.4899
relaxations,0.25,0.89443
relaxed,0.55,0.87178
relaxedly,0.375,0.5
relaxedness,0.5,0.63246
relaxer,0.4,0.8
relaxers,0.35,0.4899
relaxes,0.375,0.5
relaxin,0.425,0.64031
relaxing,0.55,0.6
relaxins,0.3,1.4
relentless,0.05,1.07703
reliant,0.125,1.20416
relief,0.525,0.53852
reliefs,0.325,0.78102
relievable,0.275,1.22066
relieve,0.375,0.5
relieved,0.4,0.66332
relievedly,0.35,0.4899
reliever,0.375,0.80623
relievers,0.25,0.63246
relieves,0.375,0.80623
relieving,0.375,1.0247
relievo,0.325,1.00499
relishing,0.4,0.8
reluctance,-0.35,0.4899
reluctancy,-0.4,0.8
reluctant,-0.25,0.7746
reluctantly,-0.1,1.42829
remarkable,0.65,1.0198
remorse,-0.275,1.51327
remorseful,-0.225,2.07123
remorsefully,-0.175,1.34536
remorsefulness,-0.175,1.61555
remorseless,-0.575,0.64031
remorselessly,-0.5,1.09545
remorselessness,-0.7,1.16619
repetitive,-0.25,0.06325
repress,-0.35,0.66332
repressed,-0.325,0.78102
represses,-0.325,1.00499
repressible,-0.375,0.92195
repressing,-0.45,0.6
repression,-0.4,0.91652
repressions,-0.425,1.00499
repressive,-0.35,1.11355
repressively,-0.425,0.45826
repressiveness,-0.25,1.73205
repressor,-0.35,1.28062
repressors,-0.55,1.66132
repressurize,-0.075,0.64031
repressurized,0.025,0.3
repressurizes,0.025,0.3
repressurizing,-0.025,0.3
repulse,-0.7,0.4
repulsed,-0.55,0.9798
rescue,0.575,0.78102
rescued,0.45,1.53623
rescues,0.325,0.78102
resent,-0.175,1.26886
resented,-0.4,1.35647
resentence,-0.25,0.7746
resentenced,-0.2,0.9798
resentences,-0.15,0.8
resentencing,0.05,0.87178
resentful,-0.525,0.83066
resentfully,-0.35,1.11355
resentfulness,-0.5,0.7746
resenting,-0.3,1.72047
resentment,-0.475,0.83066
resentments,-0.475,0.7
resents,-0.3,1.32665
resign,-0.35,0.66332
resignation,-0.3,0.4
resignations,-0.3,0.6
resigned,-0.25,0.63246
resignedly,-0.175,1.26886
resignedness,-0.2,1.07703
resigner,-0.3,0.6
resigners,-0.25,1.09545
resigning,-0.225,1.22066
resigns,-0.325,0.9
resolute,0.275,0.53852
resolvable,0.25,0.0
resolve,0.4,0.66332
resolved,0.175,0.78102
resolvent,0.175,0.78102
resolvents,0.1,0.66332
resolver,0.175,0.78102
resolvers,0.35,0.4899
resolves,0.175,0.78102
resolving,0.4,0.4899
respect,0.525,0.53852
respectabilities,0.45,0.4
respectability,0.6,0.8
respectable,0.475,0.7
respectableness,0.3,1.32665
respectably,0.425,0.78102
respected,0.525,0.7
respecter,0.525,0.53852
respecters,0.4,0.8
respectful,0.5,0.7746
respectfully,0.425,0.64031
respectfulness,0.475,1.37477
respectfulnesses,0.325,1.18743
respecting,0.55,0.6
respective,0.45,1.16619
respectively,0.35,0.91652
respectiveness,0.275,1.04403
respects,0.325,1.00499
responsible,0.325,1.1
responsive,0.375,0.92195
restful,0.375,0.67082
restless,-0.275,0.3
restlessly,-0.35,0.91652
restlessness,-0.3,0.74833
restore,0.3,0.9798
restored,0.35,0.91652
restores,0.3,0.6
restoring,0.3,0.4
restrict,-0.4,0.8
restricted,-0.4,0.4899
restricting,-0.4,0.4899
restriction,-0.275,0.9434
restricts,-0.325,1.1
retained,0.025,0.7
retard,-0.6,0.8
retarded,-0.675,1.26886
retreat,0.2,1.07703
revenge,-0.6,0.66332
revenged,-0.225,1.37477
revengeful,-0.6,0.4899
revengefully,-0.35,2.00998
revengefulness,-0.55,0.87178
revenger,-0.525,0.83066
revengers,-0.5,0.44721
revenges,-0.475,0.7
revered,0.575,1.1
revive,0.35,1.11355
revives,0.4,0.4899
reward,0.675,0.78102
rewardable,0.5,1.0
rewarded,0.55,0.74833
rewarder,0.4,0.8
rewarders,0.475,0.83066
rewarding,0.6,0.8
rewardingly,0.6,0.8
rewards,0.525,0.83066
rich,0.65,0.8
richened,0.475,0.83066
richening,0.25,1.34164
richens,0.2,0.9798
richer,0.6,1.2
riches,0.6,1.0198
richest,0.6,1.11355
richly,0.475,0.53852
richness,0.55,0.74833
richnesses,0.525,0.9434
richweed,0.025,0.3
richweeds,-0.025,0.3
ridicule,-0.5,0.63246
ridiculed,-0.375,0.5
ridiculer,-0.4,0.91652
ridiculers,-0.4,0.66332
ridicules,-0.45,0.6
ridiculing,-0.45,0.6
ridiculous,-0.375,0.67082
ridiculously,-0.35,0.8
ridiculousness,-0.275,1.51327
ridiculousnesses,-0.4,1.11355
rig,-0.125,1.0247
rigged,-0.375,1.0247
rigid,-0.125,0.67082
rigidification,-0.275,0.9434
rigidifications,-0.2,0.9798
rigidified,-0.175,1.00499
rigidifies,-0.15,0.8
rigidify,-0.075,0.64031
rigidities,-0.175,0.78102
rigidity,-0.175,0.64031
rigidly,-0.175,0.45826
rigidness,-0.075,1.00499
rigorous,-0.275,1.51327
rigorously,-0.1,1.28062
riot,-0.65,1.0198
riots,-0.575,0.78102
risk,-0.275,0.7
risked,-0.225,0.7
risker,-0.2,0.4
riskier,-0.35,0.91652
riskiest,-0.375,1.0247
riskily,-0.175,1.34536
riskiness,-0.325,1.00499
riskinesses,-0.4,0.91652
risking,-0.325,1.1
riskless,0.325,0.9
risks,-0.275,0.9434
risky,-0.2,0.9798
rob,-0.65,0.8
robber,-0.65,1.0198
robed,-0.175,0.9
robing,-0.375,1.56525
robs,-0.5,1.0
robust,0.35,1.42829
roflcopter,0.525,0.53852
romance,0.65,0.66332
romanced,0.55,0.87178
romancer,0.325,1.1
romancers,0.425,1.00499
romances,0.325,0.9
romancing,0.5,0.89443
romantic,0.425,0.78102
romantically,0.45,0.87178
romanticise,0.425,1.61555
romanticised,0.425,0.9
romanticises,0.325,1.1
romanticising,0.675,0.78102
romanticism,0.55,1.32665
romanticisms,0.525,0.9434
romanticist,0.475,1.3
romanticists,0.325,1.00499
romanticization,0.375,1.36015
romanticizations,0.5,1.0
romanticize,0.45,0.9798
romanticized,0.225,1.22066
romanticizes,0.45,0.87178
romanticizing,0.3,1.07703
romantics,0.475,0.83066
rotten,-0.575,0.78102
rude,-0.5,0.44721
rudely,-0.55,0.87178
rudeness,-0.375,0.67082
ruder,-0.525,0.83066
ruderal,-0.2,1.46969
ruderals,-0.1,0.66332
rudesby,-0.5,0.7746
rudest,-0.625,0.5
ruin,-0.7,0.87178
ruinable,-0.4,0.8
ruinate,-0.7,0.87178
ruinated,-0.375,1.56525
ruinates,-0.375,1.56525
ruinating,-0.375,1.20416
ruination,-0.675,1.00499
ruinations,-0.4,1.35647
ruined,-0.525,0.7
ruiner,-0.5,0.63246
ruing,-0.4,0.91652
ruining,-0.25,1.94936
ruinous,-0.675,0.78102
ruinously,-0.65,0.8
ruinousness,-0.25,1.09545
ruins,-0.475,0.9434
sabotage,-0.6,0.91652
sad,-0.525,0.9434
sadden,-0.65,0.4899
saddened,-0.6,0.4899
saddening,-0.55,0.4
saddens,-0.475,0.7
sadder,-0.6,0.91652
saddest,-0.75,0.63246
sadly,-0.45,0.6
sadness,-0.475,0.3
safe,0.475,0.3
safecracker,-0.175,1.61555
safecrackers,-0.225,1.04403
safecracking,-0.225,0.9434
safecrackings,-0.175,1.67631
safeguard,0.4,0.4899
safeguarded,0.375,0.92195
safeguarding,0.275,0.7
safeguards,0.35,0.66332
safekeeping,0.35,0.66332
safelight,0.275,1.22066
safelights,0.2,1.07703
safely,0.55,0.74833
safeness,0.375,0.67082
safer,0.45,0.6
safes,0.1,0.8
safest,0.425,1.61555
safeties,0.375,1.0247
safety,0.45,0.6
safetyman,0.075,0.64031
salient,0.275,1.22066
sappy,-0.25,1.18322
sarcasm,-0.225,0.7
sarcasms,-0.225,0.7
sarcastic,-0.25,0.7746
sarcastically,-0.275,1.37477
satisfaction,0.475,0.9434
satisfactions,0.525,0.7
satisfactorily,0.4,1.11355
satisfactoriness,0.375,0.5
satisfactory,0.375,0.67082
satisfiable,0.475,0.83066
satisfied,0.45,0.6
satisfies,0.45,0.6
satisfy,0.5,0.63246
satisfying,0.5,1.48324
satisfyingly,0.475,0.9434
savage,-0.5,1.73205
savaged,-0.5,1.34164
savagely,-0.55,0.74833
savageness,-0.65,1.0198
savagenesses,-0.225,1.86815
savageries,-0.475,1.75784
savagery,-0.625,1.62788
savages,-0.6,1.0198
save,0.55,1.16619
saved,0.45,0.6
scam,-0.675,0.64031
scams,-0.7,0.87178
scandal,-0.475,1.81384
scandalous,-0.6,0.8
scandals,-0.55,0.9798
scapegoat,-0.425,0.64031
scapegoats,-0.35,0.8
scare,-0.55,0.87178
scarecrow,-0.2,0.9798
scarecrows,-0.175,1.1
scared,-0.475,0.7
scaremonger,-0.525,0.53852
scaremongers,-0.5,1.0
scarer,-0.425,0.78102
scarers,-0.325,0.9
scares,-0.35,0.4899
scarey,-0.425,0.64031
scaring,-0.475,1.22066
scary,-0.55,0.87178
sceptic,-0.25,0.89443
sceptical,-0.3,0.4
scepticism,-0.2,0.87178
sceptics,-0.175,0.78102
scold,-0.425,0.78102
scoop,0.15,0.8
scorn,-0.425,0.64031
scornful,-0.45,1.16619
scream,-0.425,0.78102
screamed,-0.325,1.1
screamers,-0.375,0.92195
screaming,-0.4,0.8
screams,-0.3,0.9798
screw,-0.1,0.91652
screwball,-0.05,0.87178
screwballs,-0.075,1.00499
screwbean,0.075,0.64031
screwdriver,0.075,0.45826
screwdrivers,0.025,0.53852
screwed,-0.55,0.4
screwed up,-0.375,0.67082
screwer,-0.3,0.87178
screwers,-0.125,1.5
screwier,-0.15,1.2
screwiest,-0.5,0.89443
screwiness,-0.125,1.80278
screwing,-0.225,0.9434
screwlike,0.025,1.04403
screws,-0.25,1.09545
screwup,-0.425,0.9
screwups,-0.25,1.61245
screwworm,-0.1,0.66332
screwworms,-0.025,1.22066
screwy,-0.35,0.8
scrumptious,0.525,1.22066
scrumptiously,0.375,1.43178
scumbag,-0.8,0.6
secure,0.35,0.4899
secured,0.425,0.78102
securely,0.35,0.8
securement,0.275,0.7
secureness,0.35,0.66332
securer,0.375,0.67082
securers,0.15,0.91652
secures,0.325,0.64031
securest,0.65,0.8
securing,0.325,1.00499
securities,0.3,0.6
securitization,0.05,1.07703
securitizations,0.025,0.9434
securitize,0.075,1.34536
securitized,0.35,1.0198
securitizes,0.4,1.0198
securitizing,0.175,0.9
security,0.35,0.8
sedition,-0.45,1.249
seditious,-0.425,0.64031
seduced,-0.375,0.67082
self-confident,0.625,0.80623
selfish,-0.525,0.7
selfishly,-0.35,0.91652
selfishness,-0.425,0.64031
selfishnesses,-0.5,1.94936
sentence,0.075,0.64031
sentenced,-0.025,1.3
sentences,0.05,1.07703
sentencing,-0.15,1.8
sentimental,0.325,0.64031
sentimentalise,0.3,0.87178
sentimentalised,0.2,1.16619
sentimentalising,0.1,0.91652
sentimentalism,0.25,0.63246
sentimentalisms,0.1,0.8
sentimentalist,0.2,0.87178
sentimentalists,0.175,0.78102
sentimentalities,0.225,0.83066
sentimentality,0.3,1.46969
sentimentalization,0.3,0.87178
sentimentalizations,0.1,0.8
sentimentalize,0.2,1.07703
sentimentalized,0.275,1.22066
sentimentalizes,0.275,1.37477
sentimentalizing,0.2,0.87178
sentimentally,0.475,0.9434
serene,0.5,1.0
serious,-0.075,0.45826
seriously,-0.175,1.34536
seriousness,-0.05,1.16619
severe,-0.4,1.8
severed,-0.375,0.5
severely,-0.5,0.89443
severeness,-0.25,1.73205
severer,-0.4,1.49666
severest,-0.375,1.85742
sexy,0.6,0.8
shake,-0.175,0.9
shakeable,-0.075,1.00499
shakedown,-0.3,0.4
shakedowns,-0.35,0.8
shaken,-0.075,0.9
shakeout,-0.325,0.78102
shakeouts,-0.2,1.16619
shakers,0.075,1.00499
shakeup,-0.15,0.4899
shakeups,-0.125,0.92195
shakier,-0.225,0.3
shakiest,-0.3,0.74833
shakily,-0.175,0.45826
shakiness,-0.175,1.1
shaking,-0.175,0.45826
shaky,-0.225,0.3
shame,-0.525,0.53852
shamed,-0.65,0.4899
shamefaced,-0.575,0.64031
shamefacedly,-0.475,0.3
shamefacedness,-0.5,0.89443
shamefast,-0.25,0.44721
shameful,-0.55,0.6
shamefully,-0.475,0.7
shamefulness,-0.6,0.4899
shamefulnesses,-0.575,0.78102
shameless,-0.35,1.0198
shamelessly,-0.35,1.0198
shamelessness,-0.35,1.0198
shamelessnesses,-0.5,1.0
shames,-0.425,0.9
share,0.3,0.74833
shared,0.35,0.4899
shares,0.3,0.87178
sharing,0.45,0.6
shattered,-0.525,0.7
shit,-0.65,1.0198
shitake,-0.075,1.26886
shitakes,-0.275,1.7
shithead,-0.775,0.83066
shitheads,-0.65,1.35647
shits,-0.525,1.22066
shittah,0.025,1.3
shitted,-0.425,0.64031
shittier,-0.525,0.83066
shittiest,-0.85,0.66332
shittim,-0.15,1.0198
shittimwood,-0.075,0.9
shitting,-0.45,0.9798
shitty,-0.65,0.8
shock,-0.4,0.91652
shockable,-0.25,1.0
shocked,-0.325,1.18743
shocker,-0.15,1.49666
shockers,-0.275,0.9434
shocking,-0.425,1.34536
shockingly,-0.175,1.48661
shockproof,0.325,0.64031
shocks,-0.4,0.91652
shook,-0.1,0.66332
shoot,-0.35,1.11355
short-sighted,-0.3,0.6
short-sightedness,-0.275,1.37477
shortage,-0.25,1.09545
shortages,-0.15,1.0198
shrew,-0.225,1.04403
shy,-0.25,0.0
shyer,-0.2,0.6
shying,-0.225,0.83066
shylock,-0.525,1.13578
shylocked,-0.175,1.00499
shylocking,-0.375,1.11803
shylocks,-0.35,1.11355
shyly,-0.175,0.45826
shyness,-0.325,1.00499
shynesses,-0.3,0.6
shyster,-0.4,0.66332
shysters,-0.225,0.7
sick,-0.575,0.78102
sicken,-0.475,0.7
sickened,-0.625,0.92195
sickener,-0.55,0.87178
sickeners,-0.55,0.6
sickening,-0.6,0.91652
sickeningly,-0.525,0.7
sickens,-0.5,0.63246
sigh,0.025,1.22066
significance,0.275,1.22066
significant,0.2,0.9798
silencing,-0.125,0.67082
sillibub,-0.025,0.3
sillier,0.25,0.7746
sillies,0.2,0.74833
silliest,0.2,0.9798
sillily,-0.025,1.04403
sillimanite,0.025,0.3
sillimanites,0.05,0.6
silliness,-0.225,1.22066
sillinesses,-0.3,1.46969
silly,0.025,1.04403
sin,-0.65,0.8
sincere,0.425,0.78102
sincerely,0.525,1.04403
sincereness,0.45,0.74833
sincerer,0.5,1.0
sincerest,0.5,1.34164
sincerities,0.375,0.67082
sinful,-0.65,0.8
singleminded,0.3,0.87178
sinister,-0.725,1.13578
sins,-0.5,1.0
skeptic,-0.225,1.13578
skeptical,-0.325,0.9
skeptically,-0.3,0.4
skepticism,-0.25,0.89443
skepticisms,-0.3,0.9798
skeptics,-0.1,0.91652
slam,-0.4,1.11355
slash,-0.275,1.22066
slashed,-0.225,0.83066
slashes,-0.2,0.6
slashing,-0.275,1.86815
slavery,-0.95,0.4
sleeplessness,-0.4,1.49666
slicker,0.1,1.28062
slickest,0.075,1.00499
sluggish,-0.425,0.64031
slut,-0.7,0.87178
sluts,-0.675,1.48661
sluttier,-0.675,1.18743
sluttiest,-0.775,0.83066
sluttish,-0.55,0.87178
sluttishly,-0.525,1.13578
sluttishness,-0.625,0.92195
sluttishnesses,-0.5,1.09545
